orgnid,keyword1,keyword2
400018,3,4
400018,8,657
400018,2,12
400018,1,4994
400018,31,3937
400018,8,413
400018,7,3702
400018,7,41
400018,5,12936
400018,33,193
400018,4,305
400018,4,121
400018,4,179
400018,3,20
400018,4,161
400018,1,1827
400018,5,944
100152,5,389
100152,2,5674
100152,10,781
100152,24,31
100152,4,13
100152,5,457
100152,9,2336
100152,9,4323
100152,5,196
100152,2,367
100152,5,26
100152,1,378
100152,6,56
100152,4,35
100152,4,43
100152,2,4683
100152,4,450
100152,8,241
100152,7,90
100152,5,44
100152,1,4228
100152,8,3262
100152,5,110
100152,10,1892
100152,1,808
100152,5,754
100152,8,38
100152,31,76
100152,2,817
100152,8,1458
100152,2,13
100152,4,65
100152,4,5
100152,5,114
100152,7,583
100152,1,8445
100152,2,69
100152,6,34
100152,2,349
100152,33,1540
100152,5,39
100152,8,1732
100152,7,43
100152,7,41
100152,2,12
100152,10,21
100152,2,404
100152,11,102
100152,2,190
100152,31,182
100152,9,293
100152,5,2469
100152,2,1605
100152,1,144
100152,5,1085
100152,5,4962
100152,5,4369
201260,9,743
201260,1,59
201260,5,222
201260,1,634
201260,8,1520
201260,10,216
201260,10,1414
201260,5,3011
201260,10,1512
201260,5,114
201260,7,44
201260,1,1379
201260,1,3288
201260,33,2495
201260,8,657
201260,7,479
100063,8,139
100063,6,248
100063,8,736
100081,1,156
100081,9,403
100081,8,7887
100081,1,46
100081,1,397
100081,1,537
100219,5,138
100219,8,1290
100219,2,5037
100219,1,30
100219,2,3
100219,6,27
100219,11,17
100219,4,42
100219,2,1333
100219,9,1111
100219,1,506
100219,1,207
100219,6,17
100219,31,240
100219,1,1508
100219,9,253
100219,7,66
100300,8,4851
100300,8,981
100300,9,16
100300,9,500
100300,9,2688
100300,3,794
100300,1,674
100027,33,65
100027,5,796
100027,5,542
100027,2,17
100027,33,1433
100027,2,197
100027,6,79
100027,4,303
100027,8,382
100027,9,2707
100027,1,939
100027,10,554
100027,10,842
100027,33,270
100027,7,3642
100027,33,12107
100027,2,13
100027,2,69
100027,2,354
100027,4,18
100027,2,572
100027,1,530
100027,1,12751
100027,2,11
100027,5,472
100027,4,2526
100027,602,1433
100027,2,285
100027,5,4675
100027,2,57
100027,10,2828
100027,4,12
100027,6,109
100027,10,3076
100027,31,2131
100027,4,11211
100027,4,244
100027,10,200
100027,8,2748
100027,5,308
100027,1,15065
100027,2,994
100027,4,9319
100027,13,33
100027,8,200
100027,2,118
100027,33,388
100027,6,32
100027,5,272
100027,11,123
100027,2,36
100027,2,111
100027,6,1556
100027,9,687
100027,10,2512
100027,8,1624
100027,5,5248
100404,8,2935
100404,33,602
100404,3,135
100404,10,6672
100404,4,58
100404,8,289
100404,9,81
100404,8,940
201243,6,1022
201243,1,426
201243,4,215
201243,4,185
201243,2,15
201243,3,404
201243,3,151
201243,9,481
201243,2,966
201243,33,602
201243,4,243
201243,4,116
201243,5,18
201243,4,262
201243,4,485
201243,4,25
201243,2,442
201243,6,17
201243,2,476
201243,4,62
201243,4,26
201243,5,479
201243,6,66
201243,11,13
201243,2,1404
201243,33,90
201243,2,4
100090,8,807
100111,5,3311
100111,5,552
100111,4,5
100111,2,4
100111,6,607
100111,5,15482
100111,7,1910
100111,7,8890
100111,5,150
100111,4,185
100111,6,335
100111,3,10674
100111,5,10209
100111,4,41
100111,5,1910
100111,7,9233
100112,1,2053
100112,4,40
100112,9,6175
100112,7,354
100112,4,53
100112,1,682
200654,9,6510
200654,1,5230
200654,10,72
200654,1,7008
200654,1,10469
200654,7,41
200654,8,4948
200654,9,309
200654,21,31
200654,7,994
200654,1,9
200654,5,120
200654,2,794
201016,5,5812
201016,11,14
201016,2,2686
201016,2,442
201016,5,366
201016,5,2047
201016,3,458
201016,5,507
201016,1,1428
201016,4,175
201016,33,1411
201016,4,13
201016,6,63
201016,9,4365
201016,5,1370
201016,7,5181
201016,4,131
201016,6,153
201016,4,608
201016,11,767
201016,7,110
201016,33,70
201016,6,79
201016,4,3316
201016,6,14
201016,2,12
201016,4,239
201016,6,1205
201016,2,4139
201016,1,13169
201016,6,482
201016,5,6137
201016,6,335
201016,4,1287
201016,6,17
201016,4,3317
201016,11,131
201016,4,42
201016,4,875
201016,11,17
201016,2,52
201016,13,14
201016,11,13
201016,2,482
201016,4,10250
201016,33,1968
100073,7,40
100073,4,1331
100073,10,6597
100073,1,9278
100296,7,166
100296,2,191
100296,4,102
100296,7,1041
100296,8,398
100296,2,208
100296,33,8580
100296,33,420
100296,5,100
100296,5,577
100296,4,1750
100296,7,7855
100296,7,185
100296,1,1754
100296,11,18
100296,3,15
100296,6,482
100296,5,8830
100296,7,1530
100296,11,612
100296,33,37
100296,2,154
100296,4,41
100296,5,9272
100296,2,18
100296,1,2191
100296,2,7
100296,7,664
100296,33,334
100296,11,252
100296,2,1255
100296,2,2110
100044,8,241
100044,1,676
201180,9,2390
201180,8,2335
201180,9,452
100114,9,648
100114,8,1562
100114,8,2544
100114,8,545
100114,8,136
100114,1,11
100114,11,4814
100114,8,149
100070,11,102
100070,8,2898
100113,4,186
100113,3,6905
100113,4,62
100113,2,22
100113,160,1433
100113,2,51
100113,7,286
100113,6,37
100113,4,69
100113,2,6594
100113,4,7387
100113,4,3176
100113,11,183
100113,6,303
100113,2,243
100113,2,3834
100113,7,2572
100113,5,5316
100113,11,612
100113,5,20
100113,6,385
100113,8,144
100113,5,3204
100113,1,330
100113,8,98
100113,8,7478
100113,2,43
100113,11,1833
100113,1,320
100113,5,1550
100113,1,138
100113,4,49
100113,33,35
100113,4,56
100113,2,151
201149,9,165
201149,7,202
201149,9,138
201149,9,24
201149,9,106
201149,9,1352
201149,10,733
201149,9,4566
100391,5,299
100391,8,464
100391,1,2698
100391,1,258
100391,1,539
100391,6,19
100391,10,1562
100391,12,33
100391,2,17
100391,8,342
100391,3,150
100391,33,5487
100391,26,33
100330,2,21
100330,5,632
100330,6,28
100330,11,90
100330,31,1281
100461,10,2608
100461,7,3746
100461,5,1220
100461,4,234
100461,6,110
100461,4,10751
100461,5,18
100461,5,332
100461,1,6894
100461,7,108
100461,7,67
100461,7,55
100461,8,824
100461,10,14692
100461,4,15
100453,2,26
100453,10,73
100453,3,111
100453,4,5
100453,5,3901
100453,4,1730
100453,7,43
100453,10,374
100453,10,1281
100453,5,53
100453,2,110
100453,10,1620
100453,1,986
100453,12,33
100453,8,72
100453,4,235
100453,7,227
100453,6,17
100453,9,751
200625,3,124
200625,8,4450
200625,4,44
200625,3,69
200625,4,1690
200625,2,1899
200625,2,15
200625,8,82
200625,33,410
200625,5,191
200625,6,17
200625,1,311
200625,2,118
200625,7,450
200625,1,3300
200625,3,2501
200625,1,326
200625,1,1251
100057,8,6199
100057,5,34
100057,9,422
100057,9,2806
100057,8,4140
100057,9,7093
100057,8,46
100057,8,307
100057,8,2554
100057,8,6068
100057,10,91
100057,1,2476
100057,8,88
100057,8,541
100057,8,235
100057,8,10
100181,15,33
100181,4,476
100181,5,100
100181,3,6
100181,4,77
100181,3,10352
100181,10,6750
100181,2,364
100181,18,20
100181,5,1557
100181,8,8305
100181,4,89
100181,6,164
100181,8,545
100181,4,2002
100181,33,2890
100181,2,684
100181,33,1017
100181,1,119
201361,5,114
201361,5,9692
201361,5,100
201361,5,160
201361,6,574
201361,6,56
201361,10,959
201361,6,234
201361,2,69
201361,6,36
201361,11,333
201361,2,4
201361,2,47
201361,4,56
201361,2,966
201361,2,20
201361,10,4521
201361,7,179
201361,5,13
201361,2,169
201361,1,9
201361,2,168
201361,10,2113
201361,2,197
201361,11,3999
201361,7,199
201361,2,7239
201361,2,118
201361,10,194
201361,6,201
201361,2,7
201361,11,62
201361,4,121
201393,8,16
201393,10,281
201393,8,7590
201393,1,2162
201393,8,4699
201393,8,3821
201393,1,917
201393,1,11287
201393,1,2808
201393,5,274
201393,8,736
201393,1,3914
100241,8,928
100241,10,266
100241,10,730
100241,1,4109
100241,8,687
100241,9,250
100241,9,126
100241,9,500
100241,8,30
100241,8,2088
100241,9,2806
100241,10,12211
100241,1,4265
100241,8,3095
201214,6,1166
201214,3,35
201214,33,55
201214,5,223
201214,2,2435
201214,8,1222
201214,15,33
201214,11,251
201214,3,735
201214,2,18
201214,7,175
201214,31,267
201214,3,433
201214,11,1595
201214,9,561
201214,3,857
201214,7,36
201214,11,90
201214,5,875
201214,11,388
201214,6,63
201214,1,11916
201214,2,472
201214,2,188
201214,2,1255
201214,2,96
400018,3,11
400018,4,124
400018,5,7
400018,8,464
400018,5,2958
400018,11,90
400018,9,257
400018,3,10401
400018,1,14603
400018,2,13
400018,4,4970
400018,1,7803
400018,6,18843
400018,9,10593
400018,7,185
400018,7,301
400018,2,9929
400018,1,326
400018,7,48
100152,4,305
100152,4,133
100152,2,2260
100152,2,243
100152,33,3155
100152,33,856
100152,4,1402
100152,2,2235
100152,5,191
100152,8,6737
100152,3,2802
100152,8,88
100152,7,1109
100152,2,20
100152,7,4120
100152,5,117
100152,6,19
100152,2,2464
100152,2,1199
100152,9,6586
100152,2,131
100152,4,237
100152,5,109
100152,4,33
100152,8,1470
100152,6,26
100152,7,239
100152,1,7008
100152,7,2238
100152,33,655
100152,5,222
100152,7,40
100152,8,363
100152,2,130
100152,7,14
100152,4,93
100152,11,524
100152,8,956
100152,8,1726
100152,4,18
100152,1,16529
100152,4,95
100152,1,15033
100152,12,33
100152,7,125
100152,4,5870
201260,2,4
201260,2,19
201260,7,517
201260,5,18073
201260,8,198
201260,5,1085
201260,1,5659
201260,10,7503
201260,1,72
201260,8,928
201260,4,186
100063,7,3836
100063,1,229
100063,8,956
100081,8,46
100081,9,16995
100081,9,1545
100081,8,2694
100219,8,661
100219,5,12
100219,8,968
100219,33,1332
100219,2,5
100219,5,1390
100219,10,979
100219,6,369
100219,4,154
100219,2,252
100219,2,248
100219,1,6389
100219,2,312
100219,10,21
100219,6,84
100219,3,66
100219,5,35
100219,2,485
100219,11,10752
100219,8,741
100219,2,862
100219,4,966
100300,1,73
100300,8,501
100300,8,1375
100300,7,559
100300,8,3963
100300,1,4102
100300,1,3288
100300,9,751
100300,11,4213
100300,1,174
100027,2,1246
100027,2,3080
100027,5,99
100027,4,35
100027,7,44
100027,6,527
100027,6,825
100027,6,1672
100027,3,673
100027,6,430
100027,2,315
100027,10,2550
100027,10,4309
100027,5,97
100027,6,27
100027,6,84
100027,4,587
100027,7,47
100027,2,96
100027,2,8921
100027,11,9604
100027,5,37
100027,6,93
100027,5,157
100027,4,1091
100027,9,88
100027,10,300
100027,11,169
100027,3,90
100027,11,127
100027,2,2234
100027,2,570
100027,8,2650
100027,8,736
100027,2,602
100027,3,12
100027,4,123
100027,2,288
100027,33,410
100027,33,79
100027,2,151
100027,6,56
100027,7,708
100027,4,92
100027,2,56
100027,10,7986
100027,5,13324
100027,2,99
100027,3,778
100404,8,1276
100404,8,3215
100404,4,5
100404,1,140
100404,4,77
100404,9,2806
100404,1,14682
100404,5,60
100404,13,33
100404,9,2074
100404,4,442
100404,33,825
100404,11,123
201243,11,829
201243,5,19
201243,2,3423
201243,2,227
201243,3,292
201243,2,534
201243,9,743
201243,4,166
201243,11,99
201243,3,17
201243,2,1426
201243,2,673
201243,6,79
201243,2,421
201243,3,957
201243,2,1013
201243,11,7076
201243,33,84
201243,2,1605
201243,4,39
201243,3,2212
100111,5,632
100111,5,877
100111,33,159
100111,2,367
100111,5,14285
100111,5,7400
100111,3,5
100112,1,1648
200654,2,4457
200654,7,5276
200654,10,333
200654,9,9450
200654,1,11983
200654,10,15613
201016,2,248
201016,2,1552
201016,7,33
201016,2,5632
201016,7,44
201016,7,4603
201016,2,724
201016,2,14
201016,1,2531
201016,1,14617
201016,5,3469
201016,17,33
201016,4,77
201016,7,55
201016,7,5395
201016,7,23
201016,33,125
201016,33,5253
201016,5,5686
201016,6,2686
201016,2,243
201016,33,538
201016,6,412
201016,4,1017
201016,2,387
201016,4,7883
201016,2,473
201016,4,3142
201016,2,14865
201016,5,1089
201016,33,69
201016,5,851
201016,2,3742
201016,5,110
201016,2,15
201016,9,1568
201016,11,2752
201016,11,1317
201016,2,430
201016,5,1552
201016,3,1254
201016,4,5123
201016,4,11499
201016,5,243
201016,1,2537
201016,5,17
201016,11,51
201016,7,67
201016,5,421
100073,2,23
100073,7,4902
100073,3,2224
100073,31,706
100296,4,26
100296,10,2335
100296,5,3895
100296,5,2994
100296,7,384
100296,9,207
100296,8,46
100296,7,199
100296,10,1414
100296,10,4829
100296,33,991
100296,7,11
100296,6,127
100296,11,950
100296,12,33
100296,11,3803
100296,5,90
100296,5,1074
100296,4,1048
100296,2,456
100296,17,21
100296,7,857
100296,9,2806
100296,2,58
100296,8,657
100296,5,1582
100296,1,7008
100296,6,124
100296,4,35
100296,7,2836
100296,9,452
100296,4,653
100044,1,7707
100044,8,4391
201180,8,3474
201180,9,160
201180,1,803
201180,1,140
201180,8,13442
100114,9,3177
100114,9,372
100114,10,730
100114,1,927
100114,13,33
100114,8,1549
100070,8,289
100070,4,328
100070,10,200
100113,5,99
100113,11,195
100113,4,19705
100113,7,903
100113,7,520
100113,11,3786
100113,8,370
100113,2,183
100113,2,146
100113,5,69
100113,2,201
100113,9,101
100113,1,344
100113,6,201
100113,4,333
100113,2,292
100113,12,33
100113,1,598
100113,2,746
100113,11,273
100113,11,108
100113,2,524
100113,31,7504
100113,2,35
100113,11,41
100113,9,657
201149,1,1145
201149,8,1350
100391,2,479
100391,5,369
100391,1,2643
100391,10,4277
100391,4,25
100391,10,460
100391,8,732
100391,8,545
100391,8,139
100391,6,607
100391,8,193
100391,33,675
100391,6,12
100391,9,264
100391,11,102
100391,8,11627
100391,7,40
100391,8,1973
100391,5,749
100391,8,3425
100391,7,1544
100330,7,150
100330,7,41
100330,2,2658
100330,10,8688
100330,8,650
100330,10,2036
100330,10,104
100330,8,843
100330,5,3311
100330,1,5888
100330,33,203
100461,4,831
100461,5,4100
100461,1,519
100461,5,5567
100461,4,40
100461,5,683
100461,4,113
100461,10,73
100461,2,3810
100461,2,168
100461,2,1963
100461,4,125
100461,8,198
100461,4,5593
100453,5,2189
100453,2,496
100453,11,8133
100453,4,195
100453,4,158
100453,6,71
100453,4,40
100453,9,1545
100453,5,3734
100453,5,729
100453,2,3
100453,6,175
100453,2,627
100453,2,994
100453,2,3384
100453,10,878
100453,4,157
100453,5,23
100453,11,7580
200625,5,538
200625,1,268
200625,10,483
200625,6,108
200625,9,50
200625,11,102
200625,1,8169
200625,12,15
200625,11,1017
200625,3,510
200625,7,39
200625,9,207
200625,3,706
200625,4,154
200625,9,165
200625,6,66
200625,2,171
200625,8,936
200625,5,102
200625,1081,1433
200625,2,6995
200625,4,219
100057,8,293
100057,9,7920
100057,8,64
100057,5,1198
100057,10,1114
100057,10,198
100181,3,234
100181,6,89
100181,8,3567
100181,6,27
100181,5,36
100181,7,384
100181,7,33
100181,4,385
100181,6,56
100181,4,193
100181,3,15
100181,4,147
100181,31,291
100181,6,248
100181,5,14
100181,7,67
100181,1,6684
100181,2,19
100181,6,63
100181,7,110
100181,4,249
100181,5,191
100181,10,72
100181,4,876
100181,7,199
100181,11,20
100181,3,63
201361,5,340
201361,15,33
201361,2,763
201361,5,2514
201361,8,4851
201361,5,102
201361,8,98
201361,1,1130
201361,31,423
201361,6,385
201361,1,8660
201361,2,17
201361,2,117
201361,11,270
201361,2,15
201361,7,350
201361,10,2322
201361,2,63
201361,3,3538
201361,4,22
201361,11,612
201361,5,6
201361,2,14
201361,3,435
201361,2,56
201361,2,243
201361,2,2210
201361,4,680
201361,15,219
201361,6,335
201361,31,65
201361,3,15
201361,2,1871
201361,4,988
201393,9,236
201393,9,1164
201393,9,4712
201393,8,17989
201393,1,395
201393,1,682
201393,1,311
201393,8,573
201393,1,321
201393,9,1789
100241,9,12495
100241,10,566
100241,10,727
100241,10,134
100241,8,4737
100241,7,7870
100241,8,1598
100241,8,1664
100241,8,72
100241,1,16459
100241,8,2252
100241,9,5189
201214,6,709
201214,1,330
201214,7,8365
201214,6,248
201214,2,783
201214,7,1197
201214,6,108
201214,11,13694
201214,6,17
201214,7,1243
201214,8,12331
201214,5,385
201214,1,16974
201214,5,21
201214,2,11837
201214,6,783
201214,2,7629
201214,4,36
201214,11,691
201214,4,186
201214,4,113
201214,11,472
201214,33,113
201214,1,15341
201214,4,406
201214,1,9
201214,5,39
201214,7,44
201214,7,335
201214,2,2573
201214,3,593
201214,11,375
201214,3,1260
400018,1,2215
400018,2,1404
400018,5,13
400018,7,199
400018,5,86
400018,11,1914
400018,2,57
400018,5,134
400018,4,301
400018,1,788
400018,5,48
400018,11,173
400018,31,813
400018,3,22
400018,7,3565
400018,2,58
400018,5,50
100152,5,249
100152,9,378
100152,4,116
100152,11,251
100152,33,504
100152,2,2915
100152,4,23
100152,8,10
100152,1,5374
100152,4,864
100152,9,1649
100152,2,1413
100152,4,19
100152,4,662
100152,5,285
100152,8,198
100152,2,757
100152,4,208
100152,9,45
100152,2,361
100152,9,2313
100152,7,48
100152,4,921
100152,2,4
100152,2,116
100152,5,811
100152,2,7
100152,10,334
100152,2,232
100152,2,17625
100152,33,11217
100152,33,739
100152,2,1404
100152,2,575
100152,6,1166
100152,33,34
100152,6,63
100152,1,606
100152,22,1433
100152,2,17
100152,2,5022
100152,6,17
100152,2,270
100152,4,7345
100152,2,316
100152,5,3086
100152,6,134
100152,7,17
100152,2,5
201260,7,110
201260,10,106
201260,7,40
201260,1,283
201260,8,21
201260,7,150
201260,10,233
201260,33,102
201260,10,451
201260,1,390
201260,9,344
201260,7,1796
100063,10,501
100063,8,7005
100063,7,110
100063,10,2217
100081,1,6001
100081,1,2096
100081,8,30
100081,8,501
100081,8,732
100081,8,4844
100081,9,6419
100219,33,2216
100219,2,709
100219,5,589
100219,8,521
100219,2,773
100219,2,227
100219,2,14
100219,2,42
100219,4,14
100219,2,408
100219,4,70
100219,5,6382
100219,9,2093
100219,5,63
100219,1,27
100219,1,5374
100219,4,96
100219,2,92
100219,8,10
100219,1,17144
100219,10,18634
100219,2,58
100219,2,1022
100300,8,139
100300,4,40
100300,1,1538
100300,8,545
100300,8,2512
100300,1,11260
100300,9,140
100027,9,5312
100027,5,1169
100027,4,406
100027,4,136
100027,5,255
100027,2,67
100027,2,794
100027,5,108
100027,6,5915
100027,2,437
100027,5,2399
100027,6,130
100027,15,33
100027,9,101
100027,11,615
100027,7,43
100027,2,450
100027,3,2234
100027,1,323
100027,285,1433
100027,2,49
100027,33,376
100027,11,921
100027,2,4
100027,10,794
100027,33,610
100027,33,5389
100027,4,941
100027,5,205
100027,4,48
100027,4,4
100027,11,4059
100027,7,607
100027,33,1682
100027,2,117
100027,5,1090
100027,7,41
100027,33,1177
100027,33,127
100027,102,1433
100027,2,3345
100027,7,202
100027,6,765
100027,4,17671
100027,2,4708
100027,4,3207
100027,2,131
100027,4,4966
100027,4,121
100027,33,1057
100027,2,4687
100027,2,951
100027,5,1313
100027,7,125
100027,1,4032
100027,2,219
100027,9,997
100027,1,1202
100027,6,52
100027,3,577
100027,6,1540
100027,2,248
100027,2,84
100027,5,430
100027,7,1054
100027,5,3686
100027,8,10311
100027,5,367
100027,4,100
100404,1,1324
100404,8,7022
100404,6,63
100404,11,13
100404,1,373
100404,4,406
100404,516,1053
100404,1,2227
100404,6,17
100404,8,526
100404,2,384
100404,9,211
201243,4,51
201243,2,243
201243,6,1091
201243,9,29
201243,5,14
201243,5,50
201243,8,865
201243,3,218
201243,3,89
201243,1,3655
201243,4,572
201243,11,17
201243,2,22
201243,2,176
201243,5,160
201243,9,6694
201243,4,65
201243,2,57
201243,2,84
201243,5,90
100111,9,29
100111,4,524
100111,7,225
100111,4,56
100111,5,50
100111,31,41
100111,5,41
100112,9,19075
100112,7,384
100112,5,332
100112,9,16950
100112,10,24
100112,4,875
100112,1,13492
100112,5,24
200654,9,5358
200654,4,1513
200654,3,4346
200654,31,149
200654,8,226
200654,8,424
200654,1,14617
200654,9,24
200654,7,270
200654,9,1827
201016,4,113
201016,11,535
201016,1,11385
201016,4,335
201016,7,199
201016,6,248
201016,2,17
201016,4,109
201016,5,162
201016,7,108
201016,3,134
201016,31,240
201016,4,1977
201016,2,262
201016,33,87
201016,6,901
201016,4,26
201016,11,176
201016,33,462
201016,9,469
201016,2,93
201016,2,84
201016,2,4649
201016,2,1022
201016,7,4490
201016,8,12006
201016,2,276
201016,4,37
201016,4,319
201016,6,84
201016,2,159
201016,4,36
201016,10,24
201016,1,3206
201016,6,234
201016,12,17
201016,33,823
201016,2,28
201016,4,476
201016,4,1220
201016,5,57
201016,5,574
201016,6,574
201016,2,23
201016,33,84
201016,3,614
201016,9,1289
100073,9,3627
100073,8,6068
100073,5,179
100073,2,626
100073,7,5195
100073,4,459
100073,7,225
100073,2,292
100073,6,825
100296,1,1150
100296,4,12
100296,4,154
100296,3,69
100296,33,7157
100296,33,70
100296,7,186
100296,4,449
100296,1,337
100296,1,54
100296,33,462
100296,7,22
100296,5,36
100296,8,104
100296,7,157
100296,5,1315
100296,4,1131
100296,7,108
100296,4,8131
100296,5,84
100296,4,381
100296,7,110
100296,2,866
100044,7,44
100044,1,17042
100044,8,1715
201180,2,632
201180,10,72
201180,1,7588
201180,31,9504
201180,1,345
100114,1,7588
100114,9,29
100070,10,156
100070,10,226
100070,1,10229
100070,1,354
100070,7,202
100070,1,1616
100113,2,262
100113,2,169
100113,3,17
100113,3,2724
100113,2,2055
100113,4,6153
100113,7,384
100113,9,8206
100113,2,542
100113,11,5508
100113,6,288
100113,2,13
100113,33,3867
100113,4,274
100113,5,1569
100113,4,384
100113,6,13
100113,2,442
100113,4,809
100113,3,1629
100113,8,784
100113,2,116
100113,33,6185
100113,8,72
100113,6,121
100113,5,11837
100113,8,1737
100113,8,7838
100113,3,1607
100113,11,9851
100113,33,3071
100113,2,652
100113,4,44
100113,9,2642
100113,5,270
100113,4,569
100113,2,709
100113,2,1325
100113,6,234
100113,5,607
100113,8,2163
100113,6,56
100113,6,42
100113,31,224
100113,10,400
100113,6,84
100113,2,37
100113,6,574
100113,5,147
100113,2,406
100113,9,1703
201149,9,650
201149,1,1407
201149,10,781
201149,1,106
201149,8,928
100391,8,307
100391,7,384
100391,6,17
100391,11,197
100391,33,285
100391,4,662
100391,33,84
100391,8,13729
100391,2,58
100391,9,9402
100391,5,477
100391,5,247
100391,1,4238
100391,5,566
100330,8,1753
100330,33,233
100330,8,193
100330,10,878
100330,2,150
100330,8,185
100330,10,210
100461,11,173
100461,2,96
100461,8,657
100461,5,644
100461,8,136
100461,2,10718
100461,5,5599
100461,7,409
100461,3,1358
100461,7,157
100461,9,500
100461,1,1652
100461,7,894
100461,4,456
100461,5,6415
100453,2,6
100453,9,532
100453,2,230
100453,7,121
100453,10,813
100453,5,4088
100453,2,2200
100453,4,387
100453,5,767
100453,9,8794
100453,5,48
100453,2,773
100453,11,2353
100453,8,213
100453,8,481
200625,33,70
200625,504,1131
200625,6,147
200625,9,1266
200625,11,32
200625,5,4201
200625,1,1283
200625,7,90
200625,5,170
200625,5,226
200625,8,334
200625,2,679
200625,4,20
200625,36,405
200625,3,3276
200625,33,42
200625,2,349
200625,9,2600
200625,10,273
200625,2,6
200625,2,18
200625,9,3278
200625,1,7128
200625,8,1438
200625,11,12
200625,7,384
100057,9,6400
100057,3,158
100057,5,295
100181,31,16094
100181,33,7538
100181,9,4839
100181,9,4285
100181,33,274
100181,2,6
100181,2,135
100181,6,1623
100181,5,108
100181,8,13375
100181,2,4865
100181,6,349
100181,24,31
100181,5,222
100181,10,315
100181,7,41
100181,5,2520
100181,5,130
100181,4,989
100181,33,99
100181,4,1326
100181,10,11922
100181,8,9887
100181,8,4734
100181,11,251
100181,2,26
201361,4,51
201361,6,430
201361,2,1074
201361,2,1068
201361,6,69
201361,5,190
201361,5,894
201361,8,30
201361,5,343
201361,7,4154
201361,7,130
201361,2,84
201361,5,504
201361,2,1619
201361,5,162
201361,5,476
201361,4,962
201361,2,151
201361,3,12
201361,7,56
201361,3,5
201361,2,2873
201361,5,89
201361,5,404
201361,5,17
201361,2,920
201361,4,4179
201361,5,20
201361,4,154
201361,10,455
201361,2,315
201393,1,2052
201393,9,725
201393,9,1924
201393,9,915
201393,1,4727
201393,8,10
201393,8,3364
100241,8,861
100241,9,1924
100241,1,1097
100241,8,2233
100241,8,2203
100241,7,14686
100241,9,1759
100241,8,333
201214,2,58
201214,7,121
201214,9,395
201214,2,22
201214,31,851
201214,4,17
201214,8,2272
201214,3,97
201214,4,8711
201214,1,1616
201214,2,410
201214,2,37
201214,6,299
201214,2,42
201214,2,69
201214,1,12313
201214,2,35
201214,2,13
201214,2,589
201214,3,724
201214,2,79
201214,4,5172
201214,1,7795
201214,2,377
201214,2,1203
201214,11,13850
201214,6,84
201214,2,388
201214,6,66
201214,2,11
201214,2,890
201214,2,243
201214,3,40
400018,15,33
400018,4,175
400018,4,3081
400018,11,197
400018,9,6023
400018,6,19
400018,6,17
400018,2,262
400018,3,315
400018,33,55
400018,4,4853
400018,7,1425
400018,7,110
400018,11,87
400018,4,1373
400018,2,33
400018,4,17060
400018,4,753
400018,2,277
400018,1,10112
400018,9,736
100152,4,3081
100152,7,270
100152,5,77
100152,2,2101
100152,1,3453
100152,9,1080
100152,11,3721
100152,4,84
100152,5,17
100152,4,275
100152,8,60
100152,5,11
100152,3,168
100152,10,2676
100152,2,868
100152,33,90
100152,13,285
100152,6,722
100152,7,44
100152,1,3940
100152,5,559
100152,4,647
100152,6,23
100152,4,520
100152,10,519
100152,11,77
100152,2,51
100152,2,35
100152,2,56
100152,7,498
100152,33,87
100152,7,110
100152,11,17
100152,4,297
100152,4,12
100152,7,67
100152,33,371
100152,5,2185
100152,2,8120
100152,5,234
100152,2,966
100152,7,113
100152,2,3713
100152,1,3865
100152,33,51
100152,4,57
100152,4,4969
100152,7,504
100152,33,376
100152,33,36
100152,1,958
100152,5,1641
201260,5,1201
201260,5,3081
201260,7,41
201260,8,424
201260,6,79
201260,10,167
201260,8,744
201260,8,464
201260,1,10513
201260,7,4605
201260,2,20
201260,5,7
201260,1,3407
201260,9,2022
201260,9,24
201260,10,7138
201260,1,280
201260,7,3836
100063,8,10554
100063,2,3
100063,10,192
100063,7,2296
100063,2,5
100063,33,2514
100063,8,136
100063,8,732
100063,1,1132
100063,10,2203
100063,9,1740
100063,4,5
100081,8,139
100081,8,106
100219,1,1240
100219,25,33
100219,5,8493
100219,11,109
100219,9,1190
100219,4,388
100219,7,1018
100219,7,41
100219,3,404
100219,10,300
100219,4,51
100219,2,765
100219,4,135
100219,1,4622
100219,2,208
100219,1,136
100219,2,614
100219,10,286
100219,2,2110
100300,33,159
100300,10,7413
100300,8,887
100300,7,288
100300,5,979
100300,1,5659
100300,8,241
100300,11,13
100300,8,3923
100300,1,346
